,Date,Country/Region,Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered
54,2020-01-22,Equatorial Guinea,0,0,0,0,0,0,0
55,2020-01-22,Eritrea,0,0,0,0,0,0,0
56,2020-01-22,Estonia,0,0,0,0,0,0,0
57,2020-01-22,Eswatini,0,0,0,0,0,0,0
58,2020-01-22,Ethiopia,0,0,0,0,0,0,0
59,2020-01-22,Fiji,0,0,0,0,0,0,0
60,2020-01-22,Finland,0,0,0,0,0,0,0
61,2020-01-22,France,0,0,0,0,0,0,0
62,2020-01-22,Gabon,0,0,0,0,0,0,0
63,2020-01-22,Gambia,0,0,0,0,0,0,0
64,2020-01-22,Georgia,0,0,0,0,0,0,0
65,2020-01-22,Germany,0,0,0,0,0,0,0
66,2020-01-22,Ghana,0,0,0,0,0,0,0
67,2020-01-22,Greece,0,0,0,0,0,0,0
68,2020-01-22,Grenada,0,0,0,0,0,0,0
69,2020-01-22,Guatemala,0,0,0,0,0,0,0
70,2020-01-22,Guinea,0,0,0,0,0,0,0
71,2020-01-22,Guinea-Bissau,0,0,0,0,0,0,0
72,2020-01-22,Guyana,0,0,0,0,0,0,0
73,2020-01-22,Haiti,0,0,0,0,0,0,0
74,2020-01-22,Holy See,0,0,0,0,0,0,0
75,2020-01-22,Honduras,0,0,0,0,0,0,0
76,2020-01-22,Hungary,0,0,0,0,0,0,0
77,2020-01-22,Iceland,0,0,0,0,0,0,0
78,2020-01-22,India,0,0,0,0,0,0,0
79,2020-01-22,Indonesia,0,0,0,0,0,0,0
80,2020-01-22,Iran,0,0,0,0,0,0,0
81,2020-01-22,Iraq,0,0,0,0,0,0,0
82,2020-01-22,Ireland,0,0,0,0,0,0,0
83,2020-01-22,Israel,0,0,0,0,0,0,0
84,2020-01-22,Italy,0,0,0,0,0,0,0
85,2020-01-22,Jamaica,0,0,0,0,0,0,0
86,2020-01-22,Japan,2,0,0,2,0,0,0
87,2020-01-22,Jordan,0,0,0,0,0,0,0
88,2020-01-22,Kazakhstan,0,0,0,0,0,0,0
89,2020-01-22,Kenya,0,0,0,0,0,0,0
90,2020-01-22,"Korea, South",1,0,0,1,0,0,0
91,2020-01-22,Kosovo,0,0,0,0,0,0,0
92,2020-01-22,Kuwait,0,0,0,0,0,0,0
93,2020-01-22,Kyrgyzstan,0,0,0,0,0,0,0
94,2020-01-22,Laos,0,0,0,0,0,0,0
95,2020-01-22,Latvia,0,0,0,0,0,0,0
96,2020-01-22,Lebanon,0,0,0,0,0,0,0
97,2020-01-22,Lesotho,0,0,0,0,0,0,0
98,2020-01-22,Liberia,0,0,0,0,0,0,0
99,2020-01-22,Libya,0,0,0,0,0,0,0
100,2020-01-22,Liechtenstein,0,0,0,0,0,0,0
101,2020-01-22,Lithuania,0,0,0,0,0,0,0
102,2020-01-22,Luxembourg,0,0,0,0,0,0,0
103,2020-01-22,Madagascar,0,0,0,0,0,0,0
104,2020-01-22,Malawi,0,0,0,0,0,0,0
105,2020-01-22,Malaysia,0,0,0,0,0,0,0
106,2020-01-22,Maldives,0,0,0,0,0,0,0
107,2020-01-22,Mali,0,0,0,0,0,0,0
108,2020-01-22,Malta,0,0,0,0,0,0,0
109,2020-01-22,Mauritania,0,0,0,0,0,0,0
110,2020-01-22,Mauritius,0,0,0,0,0,0,0
111,2020-01-22,Mexico,0,0,0,0,0,0,0
112,2020-01-22,Moldova,0,0,0,0,0,0,0
113,2020-01-22,Monaco,0,0,0,0,0,0,0
114,2020-01-22,Mongolia,0,0,0,0,0,0,0
115,2020-01-22,Montenegro,0,0,0,0,0,0,0
116,2020-01-22,Morocco,0,0,0,0,0,0,0
117,2020-01-22,Mozambique,0,0,0,0,0,0,0
118,2020-01-22,Namibia,0,0,0,0,0,0,0
119,2020-01-22,Nepal,0,0,0,0,0,0,0
120,2020-01-22,Netherlands,0,0,0,0,0,0,0
121,2020-01-22,New Zealand,0,0,0,0,0,0,0
122,2020-01-22,Nicaragua,0,0,0,0,0,0,0
123,2020-01-22,Niger,0,0,0,0,0,0,0
124,2020-01-22,Nigeria,0,0,0,0,0,0,0
125,2020-01-22,North Macedonia,0,0,0,0,0,0,0
126,2020-01-22,Norway,0,0,0,0,0,0,0
127,2020-01-22,Oman,0,0,0,0,0,0,0
128,2020-01-22,Pakistan,0,0,0,0,0,0,0
129,2020-01-22,Panama,0,0,0,0,0,0,0
130,2020-01-22,Papua New Guinea,0,0,0,0,0,0,0
131,2020-01-22,Paraguay,0,0,0,0,0,0,0
132,2020-01-22,Peru,0,0,0,0,0,0,0
133,2020-01-22,Philippines,0,0,0,0,0,0,0
134,2020-01-22,Poland,0,0,0,0,0,0,0
135,2020-01-22,Portugal,0,0,0,0,0,0,0
136,2020-01-22,Qatar,0,0,0,0,0,0,0
137,2020-01-22,Romania,0,0,0,0,0,0,0
138,2020-01-22,Russia,0,0,0,0,0,0,0
139,2020-01-22,Rwanda,0,0,0,0,0,0,0
140,2020-01-22,Saint Kitts and Nevis,0,0,0,0,0,0,0
141,2020-01-22,Saint Lucia,0,0,0,0,0,0,0
142,2020-01-22,Saint Vincent and the Grenadines,0,0,0,0,0,0,0
143,2020-01-22,San Marino,0,0,0,0,0,0,0
144,2020-01-22,Sao Tome and Principe,0,0,0,0,0,0,0
145,2020-01-22,Saudi Arabia,0,0,0,0,0,0,0
146,2020-01-22,Senegal,0,0,0,0,0,0,0
147,2020-01-22,Serbia,0,0,0,0,0,0,0
148,2020-01-22,Seychelles,0,0,0,0,0,0,0
149,2020-01-22,Sierra Leone,0,0,0,0,0,0,0
150,2020-01-22,Singapore,0,0,0,0,0,0,0
151,2020-01-22,Slovakia,0,0,0,0,0,0,0
152,2020-01-22,Slovenia,0,0,0,0,0,0,0
153,2020-01-22,Somalia,0,0,0,0,0,0,0
154,2020-01-22,South Africa,0,0,0,0,0,0,0
155,2020-01-22,South Sudan,0,0,0,0,0,0,0
156,2020-01-22,Spain,0,0,0,0,0,0,0
157,2020-01-22,Sri Lanka,0,0,0,0,0,0,0
158,2020-01-22,Sudan,0,0,0,0,0,0,0
159,2020-01-22,Suriname,0,0,0,0,0,0,0
160,2020-01-22,Sweden,0,0,0,0,0,0,0
161,2020-01-22,Switzerland,0,0,0,0,0,0,0
162,2020-01-22,Syria,0,0,0,0,0,0,0
163,2020-01-22,Taiwan*,1,0,0,1,0,0,0
164,2020-01-22,Tajikistan,0,0,0,0,0,0,0
165,2020-01-22,Tanzania,0,0,0,0,0,0,0
166,2020-01-22,Thailand,2,0,0,2,0,0,0
167,2020-01-22,Timor-Leste,0,0,0,0,0,0,0
168,2020-01-22,Togo,0,0,0,0,0,0,0
169,2020-01-22,Trinidad and Tobago,0,0,0,0,0,0,0
170,2020-01-22,Tunisia,0,0,0,0,0,0,0
171,2020-01-22,Turkey,0,0,0,0,0,0,0
172,2020-01-22,US,1,0,0,1,0,0,0
173,2020-01-22,Uganda,0,0,0,0,0,0,0
174,2020-01-22,Ukraine,0,0,0,0,0,0,0
175,2020-01-22,United Arab Emirates,0,0,0,0,0,0,0
176,2020-01-22,United Kingdom,0,0,0,0,0,0,0
177,2020-01-22,Uruguay,0,0,0,0,0,0,0
178,2020-01-22,Uzbekistan,0,0,0,0,0,0,0
179,2020-01-22,Venezuela,0,0,0,0,0,0,0
180,2020-01-22,Vietnam,0,0,0,0,0,0,0
181,2020-01-22,West Bank and Gaza,0,0,0,0,0,0,0
182,2020-01-22,Western Sahara,0,0,0,0,0,0,0
183,2020-01-22,Yemen,0,0,0,0,0,0,0
184,2020-01-22,Zambia,0,0,0,0,0,0,0
185,2020-01-22,Zimbabwe,0,0,0,0,0,0,0
186,2020-01-23,Afghanistan,0,0,0,0,0,0,0
187,2020-01-23,Albania,0,0,0,0,0,0,0
188,2020-01-23,Algeria,0,0,0,0,0,0,0
189,2020-01-23,Andorra,0,0,0,0,0,0,0
190,2020-01-23,Angola,0,0,0,0,0,0,0
191,2020-01-23,Antigua and Barbuda,0,0,0,0,0,0,0
192,2020-01-23,Argentina,0,0,0,0,0,0,0
193,2020-01-23,Armenia,0,0,0,0,0,0,0
194,2020-01-23,Australia,0,0,0,0,0,0,0
195,2020-01-23,Austria,0,0,0,0,0,0,0
196,2020-01-23,Azerbaijan,0,0,0,0,0,0,0
197,2020-01-23,Bahamas,0,0,0,0,0,0,0
198,2020-01-23,Bahrain,0,0,0,0,0,0,0
199,2020-01-23,Bangladesh,0,0,0,0,0,0,0
200,2020-01-23,Barbados,0,0,0,0,0,0,0
201,2020-01-23,Belarus,0,0,0,0,0,0,0
202,2020-01-23,Belgium,0,0,0,0,0,0,0
203,2020-01-23,Belize,0,0,0,0,0,0,0
204,2020-01-23,Benin,0,0,0,0,0,0,0
205,2020-01-23,Bhutan,0,0,0,0,0,0,0
206,2020-01-23,Bolivia,0,0,0,0,0,0,0
207,2020-01-23,Bosnia and Herzegovina,0,0,0,0,0,0,0
208,2020-01-23,Botswana,0,0,0,0,0,0,0
209,2020-01-23,Brazil,0,0,0,0,0,0,0
210,2020-01-23,Brunei,0,0,0,0,0,0,0
211,2020-01-23,Bulgaria,0,0,0,0,0,0,0
212,2020-01-23,Burkina Faso,0,0,0,0,0,0,0
213,2020-01-23,Burma,0,0,0,0,0,0,0
214,2020-01-23,Burundi,0,0,0,0,0,0,0
215,2020-01-23,Cabo Verde,0,0,0,0,0,0,0
216,2020-01-23,Cambodia,0,0,0,0,0,0,0
217,2020-01-23,Cameroon,0,0,0,0,0,0,0
218,2020-01-23,Canada,0,0,0,0,0,0,0
219,2020-01-23,Central African Republic,0,0,0,0,0,0,0
220,2020-01-23,Chad,0,0,0,0,0,0,0
221,2020-01-23,Chile,0,0,0,0,0,0,0
222,2020-01-23,China,643,18,30,595,95,1,2
223,2020-01-23,Colombia,0,0,0,0,0,0,0
224,2020-01-23,Comoros,0,0,0,0,0,0,0
225,2020-01-23,Congo (Brazzaville),0,0,0,0,0,0,0
226,2020-01-23,Congo (Kinshasa),0,0,0,0,0,0,0
227,2020-01-23,Costa Rica,0,0,0,0,0,0,0
228,2020-01-23,Cote d'Ivoire,0,0,0,0,0,0,0
229,2020-01-23,Croatia,0,0,0,0,0,0,0
230,2020-01-23,Cuba,0,0,0,0,0,0,0
231,2020-01-23,Cyprus,0,0,0,0,0,0,0
232,2020-01-23,Czechia,0,0,0,0,0,0,0
233,2020-01-23,Denmark,0,0,0,0,0,0,0
234,2020-01-23,Djibouti,0,0,0,0,0,0,0
235,2020-01-23,Dominica,0,0,0,0,0,0,0
236,2020-01-23,Dominican Republic,0,0,0,0,0,0,0
237,2020-01-23,Ecuador,0,0,0,0,0,0,0
238,2020-01-23,Egypt,0,0,0,0,0,0,0
239,2020-01-23,El Salvador,0,0,0,0,0,0,0
240,2020-01-23,Equatorial Guinea,0,0,0,0,0,0,0
241,2020-01-23,Eritrea,0,0,0,0,0,0,0
242,2020-01-23,Estonia,0,0,0,0,0,0,0
243,2020-01-23,Eswatini,0,0,0,0,0,0,0
244,2020-01-23,Ethiopia,0,0,0,0,0,0,0
245,2020-01-23,Fiji,0,0,0,0,0,0,0
246,2020-01-23,Finland,0,0,0,0,0,0,0
247,2020-01-23,France,0,0,0,0,0,0,0
248,2020-01-23,Gabon,0,0,0,0,0,0,0
249,2020-01-23,Gambia,0,0,0,0,0,0,0
250,2020-01-23,Georgia,0,0,0,0,0,0,0
251,2020-01-23,Germany,0,0,0,0,0,0,0
252,2020-01-23,Ghana,0,0,0,0,0,0,0
253,2020-01-23,Greece,0,0,0,0,0,0,0
254,2020-01-23,Grenada,0,0,0,0,0,0,0
255,2020-01-23,Guatemala,0,0,0,0,0,0,0
256,2020-01-23,Guinea,0,0,0,0,0,0,0
257,2020-01-23,Guinea-Bissau,0,0,0,0,0,0,0
258,2020-01-23,Guyana,0,0,0,0,0,0,0
259,2020-01-23,Haiti,0,0,0,0,0,0,0
260,2020-01-23,Holy See,0,0,0,0,0,0,0
261,2020-01-23,Honduras,0,0,0,0,0,0,0
262,2020-01-23,Hungary,0,0,0,0,0,0,0
263,2020-01-23,Iceland,0,0,0,0,0,0,0
264,2020-01-23,India,0,0,0,0,0,0,0
265,2020-01-23,Indonesia,0,0,0,0,0,0,0
266,2020-01-23,Iran,0,0,0,0,0,0,0
267,2020-01-23,Iraq,0,0,0,0,0,0,0
268,2020-01-23,Ireland,0,0,0,0,0,0,0
269,2020-01-23,Israel,0,0,0,0,0,0,0
270,2020-01-23,Italy,0,0,0,0,0,0,0
271,2020-01-23,Jamaica,0,0,0,0,0,0,0
272,2020-01-23,Japan,2,0,0,2,0,0,0
273,2020-01-23,Jordan,0,0,0,0,0,0,0
274,2020-01-23,Kazakhstan,0,0,0,0,0,0,0
275,2020-01-23,Kenya,0,0,0,0,0,0,0
276,2020-01-23,"Korea, South",1,0,0,1,0,0,0
277,2020-01-23,Kosovo,0,0,0,0,0,0,0
278,2020-01-23,Kuwait,0,0,0,0,0,0,0
279,2020-01-23,Kyrgyzstan,0,0,0,0,0,0,0
280,2020-01-23,Laos,0,0,0,0,0,0,0
281,2020-01-23,Latvia,0,0,0,0,0,0,0
282,2020-01-23,Lebanon,0,0,0,0,0,0,0
283,2020-01-23,Lesotho,0,0,0,0,0,0,0
284,2020-01-23,Liberia,0,0,0,0,0,0,0
285,2020-01-23,Libya,0,0,0,0,0,0,0
286,2020-01-23,Liechtenstein,0,0,0,0,0,0,0
287,2020-01-23,Lithuania,0,0,0,0,0,0,0
288,2020-01-23,Luxembourg,0,0,0,0,0,0,0
289,2020-01-23,Madagascar,0,0,0,0,0,0,0
290,2020-01-23,Malawi,0,0,0,0,0,0,0
291,2020-01-23,Malaysia,0,0,0,0,0,0,0
292,2020-01-23,Maldives,0,0,0,0,0,0,0
293,2020-01-23,Mali,0,0,0,0,0,0,0
294,2020-01-23,Malta,0,0,0,0,0,0,0
295,2020-01-23,Mauritania,0,0,0,0,0,0,0
296,2020-01-23,Mauritius,0,0,0,0,0,0,0
297,2020-01-23,Mexico,0,0,0,0,0,0,0
298,2020-01-23,Moldova,0,0,0,0,0,0,0
299,2020-01-23,Monaco,0,0,0,0,0,0,0
300,2020-01-23,Mongolia,0,0,0,0,0,0,0
301,2020-01-23,Montenegro,0,0,0,0,0,0,0
302,2020-01-23,Morocco,0,0,0,0,0,0,0
303,2020-01-23,Mozambique,0,0,0,0,0,0,0
304,2020-01-23,Namibia,0,0,0,0,0,0,0
305,2020-01-23,Nepal,0,0,0,0,0,0,0
306,2020-01-23,Netherlands,0,0,0,0,0,0,0
307,2020-01-23,New Zealand,0,0,0,0,0,0,0
308,2020-01-23,Nicaragua,0,0,0,0,0,0,0
309,2020-01-23,Niger,0,0,0,0,0,0,0
310,2020-01-23,Nigeria,0,0,0,0,0,0,0
311,2020-01-23,North Macedonia,0,0,0,0,0,0,0
312,2020-01-23,Norway,0,0,0,0,0,0,0
313,2020-01-23,Oman,0,0,0,0,0,0,0
314,2020-01-23,Pakistan,0,0,0,0,0,0,0
315,2020-01-23,Panama,0,0,0,0,0,0,0
316,2020-01-23,Papua New Guinea,0,0,0,0,0,0,0
317,2020-01-23,Paraguay,0,0,0,0,0,0,0
318,2020-01-23,Peru,0,0,0,0,0,0,0
319,2020-01-23,Philippines,0,0,0,0,0,0,0
320,2020-01-23,Poland,0,0,0,0,0,0,0
321,2020-01-23,Portugal,0,0,0,0,0,0,0
322,2020-01-23,Qatar,0,0,0,0,0,0,0
323,2020-01-23,Romania,0,0,0,0,0,0,0
324,2020-01-23,Russia,0,0,0,0,0,0,0
325,2020-01-23,Rwanda,0,0,0,0,0,0,0
326,2020-01-23,Saint Kitts and Nevis,0,0,0,0,0,0,0
327,2020-01-23,Saint Lucia,0,0,0,0,0,0,0
328,2020-01-23,Saint Vincent and the Grenadines,0,0,0,0,0,0,0
329,2020-01-23,San Marino,0,0,0,0,0,0,0
330,2020-01-23,Sao Tome and Principe,0,0,0,0,0,0,0
331,2020-01-23,Saudi Arabia,0,0,0,0,0,0,0
332,2020-01-23,Senegal,0,0,0,0,0,0,0
333,2020-01-23,Serbia,0,0,0,0,0,0,0
334,2020-01-23,Seychelles,0,0,0,0,0,0,0
335,2020-01-23,Sierra Leone,0,0,0,0,0,0,0
336,2020-01-23,Singapore,1,0,0,1,1,0,0
337,2020-01-23,Slovakia,0,0,0,0,0,0,0
338,2020-01-23,Slovenia,0,0,0,0,0,0,0
339,2020-01-23,Somalia,0,0,0,0,0,0,0
340,2020-01-23,South Africa,0,0,0,0,0,0,0
341,2020-01-23,South Sudan,0,0,0,0,0,0,0
342,2020-01-23,Spain,0,0,0,0,0,0,0
343,2020-01-23,Sri Lanka,0,0,0,0,0,0,0
344,2020-01-23,Sudan,0,0,0,0,0,0,0
345,2020-01-23,Suriname,0,0,0,0,0,0,0
346,2020-01-23,Sweden,0,0,0,0,0,0,0
347,2020-01-23,Switzerland,0,0,0,0,0,0,0
348,2020-01-23,Syria,0,0,0,0,0,0,0
349,2020-01-23,Taiwan*,1,0,0,1,0,0,0
350,2020-01-23,Tajikistan,0,0,0,0,0,0,0
351,2020-01-23,Tanzania,0,0,0,0,0,0,0
352,2020-01-23,Thailand,3,0,0,3,1,0,0
353,2020-01-23,Timor-Leste,0,0,0,0,0,0,0
354,2020-01-23,Togo,0,0,0,0,0,0,0
355,2020-01-23,Trinidad and Tobago,0,0,0,0,0,0,0
356,2020-01-23,Tunisia,0,0,0,0,0,0,0
357,2020-01-23,Turkey,0,0,0,0,0,0,0
358,2020-01-23,US,1,0,0,1,0,0,0
359,2020-01-23,Uganda,0,0,0,0,0,0,0
360,2020-01-23,Ukraine,0,0,0,0,0,0,0
361,2020-01-23,United Arab Emirates,0,0,0,0,0,0,0
362,2020-01-23,United Kingdom,0,0,0,0,0,0,0
363,2020-01-23,Uruguay,0,0,0,0,0,0,0
364,2020-01-23,Uzbekistan,0,0,0,0,0,0,0
365,2020-01-23,Venezuela,0,0,0,0,0,0,0
366,2020-01-23,Vietnam,2,0,0,2,2,0,0
367,2020-01-23,West Bank and Gaza,0,0,0,0,0,0,0
368,2020-01-23,Western Sahara,0,0,0,0,0,0,0
369,2020-01-23,Yemen,0,0,0,0,0,0,0
370,2020-01-23,Zambia,0,0,0,0,0,0,0
371,2020-01-23,Zimbabwe,0,0,0,0,0,0,0
372,2020-01-24,Afghanistan,0,0,0,0,0,0,0
373,2020-01-24,Albania,0,0,0,0,0,0,0
374,2020-01-24,Algeria,0,0,0,0,0,0,0
375,2020-01-24,Andorra,0,0,0,0,0,0,0
376,2020-01-24,Angola,0,0,0,0,0,0,0
377,2020-01-24,Antigua and Barbuda,0,0,0,0,0,0,0
378,2020-01-24,Argentina,0,0,0,0,0,0,0
379,2020-01-24,Armenia,0,0,0,0,0,0,0
380,2020-01-24,Australia,0,0,0,0,0,0,0
381,2020-01-24,Austria,0,0,0,0,0,0,0
382,2020-01-24,Azerbaijan,0,0,0,0,0,0,0
383,2020-01-24,Bahamas,0,0,0,0,0,0,0
384,2020-01-24,Bahrain,0,0,0,0,0,0,0
385,2020-01-24,Bangladesh,0,0,0,0,0,0,0
386,2020-01-24,Barbados,0,0,0,0,0,0,0
387,2020-01-24,Belarus,0,0,0,0,0,0,0
388,2020-01-24,Belgium,0,0,0,0,0,0,0
389,2020-01-24,Belize,0,0,0,0,0,0,0
390,2020-01-24,Benin,0,0,0,0,0,0,0
391,2020-01-24,Bhutan,0,0,0,0,0,0,0
392,2020-01-24,Bolivia,0,0,0,0,0,0,0
393,2020-01-24,Bosnia and Herzegovina,0,0,0,0,0,0,0
394,2020-01-24,Botswana,0,0,0,0,0,0,0
395,2020-01-24,Brazil,0,0,0,0,0,0,0
396,2020-01-24,Brunei,0,0,0,0,0,0,0
397,2020-01-24,Bulgaria,0,0,0,0,0,0,0
398,2020-01-24,Burkina Faso,0,0,0,0,0,0,0
399,2020-01-24,Burma,0,0,0,0,0,0,0
400,2020-01-24,Burundi,0,0,0,0,0,0,0
401,2020-01-24,Cabo Verde,0,0,0,0,0,0,0
402,2020-01-24,Cambodia,0,0,0,0,0,0,0
403,2020-01-24,Cameroon,0,0,0,0,0,0,0
404,2020-01-24,Canada,0,0,0,0,0,0,0
405,2020-01-24,Central African Republic,0,0,0,0,0,0,0
406,2020-01-24,Chad,0,0,0,0,0,0,0
407,2020-01-24,Chile,0,0,0,0,0,0,0
408,2020-01-24,China,920,26,36,858,277,8,6
409,2020-01-24,Colombia,0,0,0,0,0,0,0
410,2020-01-24,Comoros,0,0,0,0,0,0,0
411,2020-01-24,Congo (Brazzaville),0,0,0,0,0,0,0
412,2020-01-24,Congo (Kinshasa),0,0,0,0,0,0,0
413,2020-01-24,Costa Rica,0,0,0,0,0,0,0
414,2020-01-24,Cote d'Ivoire,0,0,0,0,0,0,0
415,2020-01-24,Croatia,0,0,0,0,0,0,0
416,2020-01-24,Cuba,0,0,0,0,0,0,0
417,2020-01-24,Cyprus,0,0,0,0,0,0,0
418,2020-01-24,Czechia,0,0,0,0,0,0,0
419,2020-01-24,Denmark,0,0,0,0,0,0,0
420,2020-01-24,Djibouti,0,0,0,0,0,0,0
421,2020-01-24,Dominica,0,0,0,0,0,0,0
422,2020-01-24,Dominican Republic,0,0,0,0,0,0,0
423,2020-01-24,Ecuador,0,0,0,0,0,0,0
424,2020-01-24,Egypt,0,0,0,0,0,0,0
425,2020-01-24,El Salvador,0,0,0,0,0,0,0
426,2020-01-24,Equatorial Guinea,0,0,0,0,0,0,0
427,2020-01-24,Eritrea,0,0,0,0,0,0,0
428,2020-01-24,Estonia,0,0,0,0,0,0,0
429,2020-01-24,Eswatini,0,0,0,0,0,0,0
430,2020-01-24,Ethiopia,0,0,0,0,0,0,0
431,2020-01-24,Fiji,0,0,0,0,0,0,0
432,2020-01-24,Finland,0,0,0,0,0,0,0
433,2020-01-24,France,2,0,0,2,2,0,0
434,2020-01-24,Gabon,0,0,0,0,0,0,0
435,2020-01-24,Gambia,0,0,0,0,0,0,0
436,2020-01-24,Georgia,0,0,0,0,0,0,0
437,2020-01-24,Germany,0,0,0,0,0,0,0
438,2020-01-24,Ghana,0,0,0,0,0,0,0
439,2020-01-24,Greece,0,0,0,0,0,0,0
440,2020-01-24,Grenada,0,0,0,0,0,0,0
441,2020-01-24,Guatemala,0,0,0,0,0,0,0
442,2020-01-24,Guinea,0,0,0,0,0,0,0
443,2020-01-24,Guinea-Bissau,0,0,0,0,0,0,0
444,2020-01-24,Guyana,0,0,0,0,0,0,0
445,2020-01-24,Haiti,0,0,0,0,0,0,0
446,2020-01-24,Holy See,0,0,0,0,0,0,0
447,2020-01-24,Honduras,0,0,0,0,0,0,0
448,2020-01-24,Hungary,0,0,0,0,0,0,0
449,2020-01-24,Iceland,0,0,0,0,0,0,0
450,2020-01-24,India,0,0,0,0,0,0,0
451,2020-01-24,Indonesia,0,0,0,0,0,0,0
452,2020-01-24,Iran,0,0,0,0,0,0,0
453,2020-01-24,Iraq,0,0,0,0,0,0,0
454,2020-01-24,Ireland,0,0,0,0,0,0,0
455,2020-01-24,Israel,0,0,0,0,0,0,0
456,2020-01-24,Italy,0,0,0,0,0,0,0
457,2020-01-24,Jamaica,0,0,0,0,0,0,0
458,2020-01-24,Japan,2,0,0,2,0,0,0
459,2020-01-24,Jordan,0,0,0,0,0,0,0
460,2020-01-24,Kazakhstan,0,0,0,0,0,0,0
461,2020-01-24,Kenya,0,0,0,0,0,0,0
462,2020-01-24,"Korea, South",2,0,0,2,1,0,0
463,2020-01-24,Kosovo,0,0,0,0,0,0,0
464,2020-01-24,Kuwait,0,0,0,0,0,0,0
465,2020-01-24,Kyrgyzstan,0,0,0,0,0,0,0
466,2020-01-24,Laos,0,0,0,0,0,0,0
467,2020-01-24,Latvia,0,0,0,0,0,0,0
468,2020-01-24,Lebanon,0,0,0,0,0,0,0
469,2020-01-24,Lesotho,0,0,0,0,0,0,0
470,2020-01-24,Liberia,0,0,0,0,0,0,0
471,2020-01-24,Libya,0,0,0,0,0,0,0
472,2020-01-24,Liechtenstein,0,0,0,0,0,0,0
473,2020-01-24,Lithuania,0,0,0,0,0,0,0
474,2020-01-24,Luxembourg,0,0,0,0,0,0,0
475,2020-01-24,Madagascar,0,0,0,0,0,0,0
476,2020-01-24,Malawi,0,0,0,0,0,0,0
477,2020-01-24,Malaysia,0,0,0,0,0,0,0
478,2020-01-24,Maldives,0,0,0,0,0,0,0
479,2020-01-24,Mali,0,0,0,0,0,0,0
480,2020-01-24,Malta,0,0,0,0,0,0,0
481,2020-01-24,Mauritania,0,0,0,0,0,0,0
